employer,cei_score,year,cusip,release_date
"AIG (American International Group), New York, NY",29.0,2002,22673Q102,2002-08-13
"Advanced Digital Information Corp., Redmond, WA",29.0,2002,007525108,2002-08-13
"American President Lines Ltd., Oakland, CA",43.0,2002,00202M107,2002-08-13
"Archer Daniels Midland Co., Chicago, IL",29.0,2002,039483102,2002-08-13
"Automatic Data Processing Inc., Roseland, NJ",29.0,2002,053015103,2002-08-13
"CBRL Group Inc. (Cracker Barrel restaurants), Lebanon, TN",0.0,2002,22410J106,2002-08-13
"Delphi Automotive, Troy, MI",71.0,2002,247128101,2002-08-13
"Electronic Data Systems Corp., Plano, TX",57.0,2002,285661104,2002-08-13
"Franklin Templeton Investments, San Mateo, CA",29.0,2002,35472T100,2002-08-13
"IBM (International Business Machines Corp.), Armonk, NY",86.0,2002,459200101,2002-08-13
"John Hancock Financial Services Inc., Boston, MA",86.0,2002,41014S106,2002-08-13
"MetLife (Metropolitan Life Insurance), New York, NY",71.0,2002,59156R108,2002-08-13
"Minnesota Mining and Manufacturing (3M), St. Paul, MN",57.0,2002,88579Y101,2002-08-13
"Nextel Communications, Reston, VA",57.0,2002,65332V103,2002-08-13
"Northwest Airlines Corp., Eagan, MN",71.0,2002,667280408,2002-08-13
"Qwest Communications International Inc., Denver, CO",86.0,2002,749121109,2002-08-13
"Rockwell Collins - Passenger Systems, Pomona, CA",43.0,2002,774341101,2002-08-13
"The May Department Stores Co., St. Louis, MO",29.0,2002,577778103,2002-08-13
"True North Communications Inc., Chicago, IL",43.0,2002,897844106,2002-08-13
"United Parcel Service Inc. (UPS), Atlanta, GA",29.0,2002,911312106,2002-08-13
"Washington Mutual Savings Bank, Seattle, WA",86.0,2002,939334100,2002-08-13
"3M (Minnesota Mining and Manufacturing), St. Paul, MN",71.0,2003,88579Y101,2003-08-28
"AIG (American International Group), New York, NY",29.0,2003,22673Q102,2003-08-28
"Advanced Digital Information Corp., Redmond, WA",29.0,2003,007525108,2003-08-28
"Altria Group Inc. (Philip Morris Companies Inc.), New York, NY",57.0,2003,02209S103,2003-08-28
"American President Lines Ltd., Oakland, CA",43.0,2003,00202M107,2003-08-28
"Archer Daniels Midland Co., Chicago, IL",29.0,2003,039483102,2003-08-28
"Automatic Data Processing Inc., Roseland, NJ",29.0,2003,053015103,2003-08-28
"Bridgestone Americas Holding Inc. (Firestone), Nashville, TN",57.0,2003,318315108,2003-08-28
"Coca-Cola (The Coca-Cola Co.), Atlanta, GA",71.0,2003,191216100,2003-08-28
"Coors Brewing (Adolph Coors Co.)*, Golden, CO",86.0,2003,60871R209,2003-08-28
"Cracker Barrel Restaurants (CBRL Group Inc.), Lebanon, TN",29.0,2003,22410J106,2003-08-28
"Delphi Automotive, Troy, MI",71.0,2003,247128101,2003-08-28
"Electronic Data Systems Corp. (EDS), Plano, TX",86.0,2003,285661104,2003-08-28
"FleetBoston Financial Corp., Boston, MA",86.0,2003,339030108,2003-08-28
"Franklin Templeton Investments, San Mateo, CA",29.0,2003,35472T100,2003-08-28
"Hyatt Hotels Corp. (H Group Holding), Chicago, IL",86.0,2003,448579102,2003-08-28
"IBM (International Business Machines Corp.), Armonk, NY",100.0,2003,459200101,2003-08-28
"Interpublic Group of Companies Inc., New York, NY",71.0,2003,460690100,2003-08-28
"John Hancock Financial Services Inc., Boston, MA",86.0,2003,41014S106,2003-08-28
"May Department Stores Co., The, St. Louis, MO",29.0,2003,577778103,2003-08-28
"MetLife (Metropolitan Life Insurance), New York, NY",100.0,2003,59156R108,2003-08-28
"Nextel Communications, Reston, VA",57.0,2003,65332V103,2003-08-28
"Northwest Airlines Corp., Eagan, MN",71.0,2003,667280408,2003-08-28
"PNC Financial Services Group Inc., The, Pittsburgh, PA",64.0,2003,693475105,2003-08-28
"Procter & Gamble (The Procter & Gamble Co.), Cincinnati, OH",86.0,2003,742718109,2003-08-28
"Prudential Financial Inc., Newark, NJ",100.0,2003,744320102,2003-08-28
"Qwest Communications International Inc., Denver, CO",86.0,2003,749121109,2003-08-28
"Toyota Motor Manufacturing North America Inc., New York, NY",71.0,2003,892331307,2003-08-28
"United Parcel Service Inc. (UPS), Atlanta, GA",29.0,2003,911312106,2003-08-28
"Washington Mutual Savings Bank, Seattle, WA",86.0,2003,939334100,2003-08-28
"3M (Minnesota Mining and Manufacturing), St. Paul, MN",7.0,2004,88579Y101,2004-09-02
"AIG (American International Group), New York, NY",29.0,2004,22673Q102,2004-09-02
"Advanced Digital Information Corp., Redmond, WA",29.0,2004,007525108,2004-09-02
"Affiliated Computer Services, Dallas, TX",86.0,2004,008190100,2004-09-02
"Agilent Technologies Inc., Santa Clara, CA",100.0,2004,00846U101,2004-09-02
"Applebee's International Inc., Overland Park, KS",86.0,2004,037899101,2004-09-02
"Archer Daniels Midland Co., Chicago, IL",29.0,2004,039483102,2004-09-02
"Automatic Data Processing Inc., Roseland, NJ",29.0,2004,053015103,2004-09-02
"Bridgestone Americas Holding Inc. (Firestone), Nashville, TN",57.0,2004,318315108,2004-09-02
"Cracker Barrel Restaurants (CBRL Group Inc.), Lebanon, TN",29.0,2004,22410J106,2004-09-02
"Electronic Data Systems Corp. (EDS), Plano, TX",86.0,2004,285661104,2004-09-02
"FleetBoston Financial Corp., Boston, MA",86.0,2004,339030108,2004-09-02
"Franklin Templeton Investments, San Mateo, CA",29.0,2004,35472T100,2004-09-02
"Hyatt Hotels Corp. (H Group Holding), Chicago, IL",86.0,2004,448579102,2004-09-02
"Interpublic Group of Companies Inc., New York, NY",7.0,2004,460690100,2004-09-02
"John Hancock Financial Services Inc., Boston, MA",79.0,2004,41014S106,2004-09-02
"May Department Stores Co., The, St. Louis, MO",29.0,2004,577778103,2004-09-02
"Morgan Stanley, New York, NY",39.0,2004,617446448,2004-09-02
"National Gypsum, Charlotte, NC",14.0,2004,636317109,2004-09-02
"Nextel Communications, Reston, VA",71.0,2004,65332V103,2004-09-02
"PNC Financial Services Group Inc., The, Pittsburgh, PA",79.0,2004,693475105,2004-09-02
"Procter & Gamble (The Procter & Gamble Co.), Cincinnati, OH",86.0,2004,742718109,2004-09-02
"Prudential Financial Inc., Newark, NJ",100.0,2004,744320102,2004-09-02
"Southern California Edison Company, Rosemead, CA",100.0,2004,842400004,2004-09-02
"Toyota Motor Manufacturing North America Inc., New York, NY",86.0,2004,892331307,2004-09-02
"United Parcel Service Inc. (UPS), Atlanta, GA",86.0,2004,911312106,2004-09-02
"Wainwright Bank & Trust Co., Boston, MA",86.0,2004,930705108,2004-09-02
"Washington Mutual Savings Bank, Seattle, WA",86.0,2004,939334100,2004-09-02
"Worldspan Technologies Inc., Atlanta, GA",100.0,2004,98158W103,2004-09-02
"Wyndham International Inc., Dallas, TX",86.0,2004,983101106,2004-09-02
"SRA International Inc., Fairfax, VA",8.0,2005,78464R105,2005-09-20
"Citigroup Inc., New York, NY",2.0,2006,172967424,2006-09-19
"Nextel Communications, Reston, VA",3.0,2006,65332V103,2006-09-19
"A.G. Edwards Inc., St. Louis, MO",85.0,2008,281760108,2008-09-08
"AMR Corp. (American Airlines), Fort Worth, TX",100.0,2008,023771009,2008-09-08
"Abercrombie & Fitch Co., New Albany, OH",100.0,2008,002896207,2008-09-08
"Accenture Ltd., New York, NY",100.0,2008,G1150G110,2008-09-08
"Adobe Systems Inc., San Jose, CA",100.0,2008,00724F101,2008-09-08
"Aetna Inc., Hartford, CT",100.0,2008,00817Y108,2008-09-08
"Air Products & Chemicals Inc., Allentown, PA",75.0,2008,009158106,2008-09-08
"Alliant Energy Corp., Madison, WI",80.0,2008,018802108,2008-09-08
"American Express Co., New York, NY",100.0,2008,025816109,2008-09-08
"American Power Conversion Corp., West Kingston, RI",58.0,2008,029066107,2008-09-08
"Ameriprise Financial Inc., Minneapolis, MN",100.0,2008,03076C106,2008-09-08
"Anheuser-Busch Companies Inc., St. Louis, MO",100.0,2008,035229103,2008-09-08
"Apple Inc., Cupertino, CA",100.0,2008,037833100,2008-09-08
"Applebee's International Inc., Overland Park, KS",80.0,2008,037899101,2008-09-08
"Aramark Corp., Philadelphia, PA",80.0,2008,002034932,2008-09-08
"Archer Daniels Midland Co., Chicago, IL",15.0,2008,039483102,2008-09-08
"Automatic Data Processing Inc., Roseland, NJ",95.0,2008,053015103,2008-09-08
"Avnet Inc., Phoenix, AZ",30.0,2008,053807103,2008-09-08
"BASF Corp., Florham Park, NJ",95.0,2008,055262505,2008-09-08
"BB&T Corp., Winston- Salem, NC",25.0,2008,054937107,2008-09-08
"BMC Software Inc., Houston, TX",70.0,2008,055921100,2008-09-08
"BP America Inc., Houston, TX",90.0,2008,055625008,2008-09-08
"Bank of America Corp., Charlotte, NC",100.0,2008,060505104,2008-09-08
"Bank of New York Co., New York, NY",85.0,2008,064058100,2008-09-08
"Bausch & Lomb Inc., Rochester, NY",100.0,2008,71799B937,2008-09-08
"Bear Stearns Companies Inc., The, New York, NY",100.0,2008,073902108,2008-09-08
"Boeing Co., Chicago, IL",100.0,2008,097023105,2008-09-08
"Booz Allen Hamilton Inc., McLean, VA",80.0,2008,099500100,2008-09-08
"Bridgestone Americas Holding Inc., Nashville, TN",80.0,2008,318315108,2008-09-08
"Bright Horizons Family Solutions LLC, Watertown, MA",100.0,2008,109194100,2008-09-08
"Brinker International Inc., Dallas, TX",100.0,2008,109641100,2008-09-08
"CH2M HILL Companies, Ltd., Englewood, CO",80.0,2008,12599T918,2008-09-08
"Calpine Corp., Houston, TX",48.0,2008,131347304,2008-09-08
"Campbell Soup Co., Camden, NJ",95.0,2008,134429109,2008-09-08
"Capital One Financial Corp., McLean, VA",100.0,2008,14040H105,2008-09-08
"Cerner Corp., North Kansas City, MO",65.0,2008,156782104,2008-09-08
"Charles Schwab Corp., The, San Francisco, CA",100.0,2008,808513105,2008-09-08
"ChoicePoint Inc., Alpharetta, GA",100.0,2008,170388102,2008-09-08
"Cigna, Philadelphia, PA",85.0,2008,125509109,2008-09-08
"Citigroup Inc., New York, NY",100.0,2008,172967424,2008-09-08
"Clear Channel Communications Inc., San Antonio, TX",100.0,2008,18499Y923,2008-09-08
"Coca-Cola Co., The, Atlanta, GA",100.0,2008,191216100,2008-09-08
"Comcast Corp., Philadelphia, PA",80.0,2008,20030N101,2008-09-08
"Comerica Inc., Dallas, TX",80.0,2008,200340107,2008-09-08
"Consolidated Edison Co., New York, NY",80.0,2008,209115104,2008-09-08
"Constellation Energy Group Inc., Baltimore, MD",73.0,2008,210371100,2008-09-08
"Continental Airlines Inc., Houston, TX",80.0,2008,21099Y004,2008-09-08
"Coors Brewing Company, Golden, CO",100.0,2008,60871R209,2008-09-08
"Corbis Corp., Seattle, WA",80.0,2008,218525103,2008-09-08
"Countrywide Financial Corp., Calabasas, CA",100.0,2008,222372104,2008-09-08
"DTE Energy Co., Detroit, MI",75.0,2008,233331107,2008-09-08
"Dana Corp., Toledo, OH",20.0,2008,23599Z937,2008-09-08
"Dean Foods Co., Dallas, TX",73.0,2008,242370203,2008-09-08
"Dell Inc., Round Rock, TX",100.0,2008,24703L103,2008-09-08
"Delphi Corp., Troy, MI",45.0,2008,247128101,2008-09-08
"Delta Air Lines Inc., Atlanta, GA",85.0,2008,247361702,2008-09-08
"Dole Food Co. Inc., Westlake Village, CA",45.0,2008,256603101,2008-09-08
"Dominion Resources Inc., Richmond, VA",95.0,2008,25746U109,2008-09-08
"Domino's Pizza Inc., Ann Arbor, MI",60.0,2008,25754A201,2008-09-08
"Dow Chemical Co., Auburn Hills, MI",100.0,2008,26078J100,2008-09-08
"DuPont (E.I. du Pont de Nemours), Wilmington, DE",100.0,2008,263534109,2008-09-08
"Duke Energy Corp., Charlotte, NC",60.0,2008,26441C204,2008-09-08
"Dun & Bradstreet Corp., The, Short Hills, NJ",35.0,2008,26483E100,2008-09-08
"E*TRADE Financial Corporation, New York, NY",93.0,2008,269246401,2008-09-08
"EMC Corp., Hopkinton, MA",45.0,2008,268648102,2008-09-08
"Electronic Arts Inc., Redwood City, CA",100.0,2008,285512109,2008-09-08
"Electronic Data Systems Corp., Plano, TX",90.0,2008,285661104,2008-09-08
"Entergy Corp., New Orleans, LA",88.0,2008,29364G103,2008-09-08
"Exelon Corp., Chicago, IL",95.0,2008,30161N101,2008-09-08
"Ford Motor Co., Dearborn, MI",100.0,2008,345370860,2008-09-08
"Gap Inc., San Francisco, CA",100.0,2008,364760108,2008-09-08
"Gateway Inc., Irvine, CA",65.0,2008,367626108,2008-09-08
"Genentech Inc., South San Francisco, CA",100.0,2008,368710406,2008-09-08
"General Dynamics Corp., Falls Church, VA",40.0,2008,369550108,2008-09-08
"General Electric Co., Boston, MA",75.0,2008,369604103,2008-09-08
"General Mills Inc., Minneapolis, MN",100.0,2008,370334104,2008-09-08
"General Motors Corp., Milford, MI",100.0,2008,37099Z932,2008-09-08
"Goldman Sachs Group Inc., The, New York, NY",100.0,2008,38141G104,2008-09-08
"Google Inc., Mountain View, CA",100.0,2008,38259P500,2008-09-08
"Guidant Corp., Indianapolis, IN",80.0,2008,401698105,2008-09-08
"Hain Celestial Group Inc., Lake Success, NY",30.0,2008,405217100,2008-09-08
"Harris Bankcorp Inc., Chicago, IL",95.0,2008,413841107,2008-09-08
"Harris Interactive Inc., New York, NY",93.0,2008,414549105,2008-09-08
"Health Net Inc., Woodland Hills, CA",93.0,2008,42222G108,2008-09-08
"Hershey Co., The, Hershey, PA",70.0,2008,427866108,2008-09-08
"Imation Corp., Oakdale, MN",93.0,2008,377185103,2008-09-08
"IndyMac Bancorp Inc., Pasadena, CA",100.0,2008,456607100,2008-09-08
"International Business Machines Corp. (IBM), Armonk, NY",100.0,2008,459200101,2008-09-08
"International Paper Co., Memphis, TN",70.0,2008,460146103,2008-09-08
"Interpublic Group of Companies Inc., New York, NY",60.0,2008,460690100,2008-09-08
"Intuit Inc., Mountain View, CA",100.0,2008,461202103,2008-09-08
"J.C. Penney Corp. Inc., Plano, TX",100.0,2008,708152004,2008-09-08
"J.P. Morgan Chase & Co., New York, NY",100.0,2008,46625H100,2008-09-08
"JetBlue Airways Corp., Long Island City, NY",80.0,2008,477143101,2008-09-08
"Keane Inc., Boston, MA",50.0,2008,486665102,2008-09-08
"Kellogg Co., Battle Creek, MI",35.0,2008,487836108,2008-09-08
"Kraft Foods Inc., Northfield, IL",100.0,2008,50076Q106,2008-09-08
"Kroger Co., The, Cincinnati, OH",75.0,2008,501044101,2008-09-08
"Laclede Group Inc., St. Louis, MO",5.0,2008,505597100,2008-09-08
"Land O'Lakes Inc., Arden Hills, MN",53.0,2008,514666932,2008-09-08
"Lear Corp., Southfield, MI",20.0,2008,521865204,2008-09-08
"Levi Strauss & Co., San Francisco, CA",100.0,2008,52736R938,2008-09-08
"Lexmark International Inc., Lexington, KY",100.0,2008,529771107,2008-09-08
"Lillian Vernon Corp., White Plains, NY",55.0,2008,532430105,2008-09-08
"Liz Claiborne Inc., North Bergen, NJ",100.0,2008,539320100,2008-09-08
"Lockheed Martin Corp., Bethesda, MD",85.0,2008,539830109,2008-09-08
"Macy's Inc., Cincinnati, OH",100.0,2008,55616P104,2008-09-08
"Marsh & McLennan Companies Inc., New York, NY",78.0,2008,571748102,2008-09-08
"MasterCard Inc., Purchase, NY",100.0,2008,57636Q104,2008-09-08
"McAfee Inc., Santa Clara, CA",53.0,2008,579064106,2008-09-08
"McDonald's Corp., Oak Brook, IL",85.0,2008,580135101,2008-09-08
"MeadWestvaco Corp., Richmond, VA",80.0,2008,583334107,2008-09-08
"Medtronic Inc., Minneapolis, MN",85.0,2008,585730104,2008-09-08
"Mellon Financial Corp., Pittsburgh, PA",100.0,2008,58551A108,2008-09-08
"Merrill Lynch & Co., New York, NY",100.0,2008,59098Z002,2008-09-08
"Microsoft Corp., Redmond, WA",100.0,2008,594918104,2008-09-08
"Mirant Corp., Atlanta, GA",45.0,2008,604675100,2008-09-08
"Morningstar Inc., Chicago, IL",65.0,2008,617700109,2008-09-08
"NCR Corp., Duluth, GA",100.0,2008,62886E108,2008-09-08
"National City Corporation, Cleveland, OH",58.0,2008,635405103,2008-09-08
"Navistar International Corp., Lisle, IL",30.0,2008,63934E108,2008-09-08
"Nike Inc., Beaverton, OR",100.0,2008,654106103,2008-09-08
"Nissan North America Inc., Franklin, TN",50.0,2008,654744408,2008-09-08
"Nordstrom Inc., Seattle, WA",100.0,2008,655664100,2008-09-08
"Northern Trust Corp., Chicago, IL",100.0,2008,665859104,2008-09-08
"Northrop Grumman Corp., Falls Church, VA",100.0,2008,666807102,2008-09-08
"Northwest Airlines Corp., Eagan, MN",85.0,2008,667280408,2008-09-08
"Oracle Corp., Redwood City, CA",100.0,2008,68389X105,2008-09-08
"Owens & Minor Inc., Mechanicsville, VA",85.0,2008,690732102,2008-09-08
"PG&E Corp., San Fran- cisco, CA",100.0,2008,69331C108,2008-09-08
"PNC Financial Services Group Inc., Pittsburgh, PA",80.0,2008,693475105,2008-09-08
"PNM Resources Inc., Albuquerque, NM",43.0,2008,69349H107,2008-09-08
"PPL Corp., Allentown, PA",60.0,2008,69351T106,2008-09-08
"Pathmark Stores Inc., Carteret, NJ",53.0,2008,70322A101,2008-09-08
"Pepsi Bottling Group Inc., The, Somers, NY",80.0,2008,713409100,2008-09-08
"PepsiAmericas Inc., Minneapolis, MN",80.0,2008,71343P200,2008-09-08
"PepsiCo Inc., Purchase, NY",100.0,2008,713448108,2008-09-08
"Perot Systems Corp., Plano, TX",0.0,2008,714265105,2008-09-08
"Praxair Inc., Danbury, CT",25.0,2008,74005P104,2008-09-08
"Progress Energy Inc., Raleigh, NC",68.0,2008,26499B009,2008-09-08
"Quest Diagnostics Inc., Madison, NJ",80.0,2008,74834L100,2008-09-08
"Raytheon Co., Waltham, MA",100.0,2008,755111507,2008-09-08
"Reliant Energy Inc., Houston, TX",50.0,2008,75952B100,2008-09-08
"Reuters America Holdings Inc., New York, NY",80.0,2008,761324200,2008-09-08
"Rockwell Collins Inc., Cedar Rapids, IA",73.0,2008,774341101,2008-09-08
"Rohm and Haas Company, Philadelphia, PA",60.0,2008,775371107,2008-09-08
"SLM Corp. (Sallie Mae), Newark, DE",60.0,2008,78442P106,2008-09-08
"SRA International Inc., Fairfax, VA",75.0,2008,78464R105,2008-09-08
"Safeway Inc., Pleasanton, CA",75.0,2008,786514208,2008-09-08
"Sara Lee Corp., Downers Grove, IL",70.0,2008,803111100,2008-09-08
"Seagate Technology LLC, Scotts Valley, CA",75.0,2008,G7945M107,2008-09-08
"Sierra Health Services Inc., Las Vegas, NV",88.0,2008,826322109,2008-09-08
"Silicon Graphics Inc., Mountain View, CA",50.0,2008,827056300,2008-09-08
"Sirius Satellite Radio Inc., New York, NY",58.0,2008,82966U100,2008-09-08
"Sodexho Inc., Gaithersburg, MD",100.0,2008,833793102,2008-09-08
"Southern California Edison Company, Rosemead, CA",95.0,2008,842400004,2008-09-08
"Southern Co., Atlanta, GA",48.0,2008,842812109,2008-09-08
"Southwest Airlines Co., Dallas, TX",90.0,2008,844741108,2008-09-08
"State Street Corp., Boston, MA",100.0,2008,857477103,2008-09-08
"Subaru of America Inc., Cherry Hill, NJ",100.0,2008,864278106,2008-09-08
"Sun Microsystems Inc., Santa Clara, CA",100.0,2008,866810203,2008-09-08
"SunTrust Banks Inc., Atlanta, GA",100.0,2008,867914103,2008-09-08
"Supervalu Inc., Eden Prairie, MN",100.0,2008,868536301,2008-09-08
"Symantec Corp., Mountain View, CA",85.0,2008,871503108,2008-09-08
"Tech Data Corp., Clearwater, FL",100.0,2008,878237106,2008-09-08
"Time Warner Inc., New York, NY",100.0,2008,887317303,2008-09-08
"Toyota Motor Sales USA Inc., Torrance, CA",100.0,2008,892331307,2008-09-08
"U.S. Bancorp, Minneapolis, MN",100.0,2008,902973304,2008-09-08
"U.S. Foodservice Inc., Rosemont, IL",50.0,2008,90331R101,2008-09-08
"UAL Corp. (United Airlines), Chicago, IL",88.0,2008,909279002,2008-09-08
"US Airways Group, Inc., Phoenix, AZ",100.0,2008,90341W108,2008-09-08
"Unisys Corp., Blue Bell, PA",70.0,2008,909214306,2008-09-08
"Vertis Inc., Baltimore, MD",30.0,2008,925335937,2008-09-08
"Viacom Inc., New York, NY",100.0,2008,92553P201,2008-09-08
"Visteon Corp., Van Buren Township, MI",95.0,2008,92839U206,2008-09-08
"Volkswagen of America Inc., Herndon, VA",100.0,2008,928662303,2008-09-08
"Wachovia Corp., Charlotte, NC",100.0,2008,929903102,2008-09-08
"Walt Disney Co., Burbank, CA",100.0,2008,254687106,2008-09-08
"Washington Mutual Inc., Seattle, WA",100.0,2008,939322103,2008-09-08
"Wells Fargo & Co., San Francisco, CA",100.0,2008,949746101,2008-09-08
"Weyerhaeuser Co., Federal Way, WA",75.0,2008,962166104,2008-09-08
"Whole Foods Market Inc., Austin, TX",90.0,2008,966837106,2008-09-08
"Wisconsin Energy Corporation, Milwaukee, WI",55.0,2008,976657100,2008-09-08
"XM Satellite Radio Holdings Inc., Washington, DC",88.0,2008,983759101,2008-09-08
"Xerox Corp., Norwalk, CT",100.0,2008,984121608,2008-09-08
"Yahoo! Inc., Sunnyvale, CA",100.0,2008,021346101,2008-09-08
"3M Company, St. Paul, MN",100.0,2009,88579Y101,2009-09-14
"ALLTEL Corp., Little Rock, AR",80.0,2009,020039103,2009-09-14
"AMC Entertainment Inc., Leawood , KS",63.0,2009,01199Y005,2009-09-14
"AMR Corp. (American Airlines), Fort Worth, TX",100.0,2009,023771009,2009-09-14
"AT&T Inc., Dallas, TX",100.0,2009,00206R102,2009-09-14
"Abbott Laboratories, Abbott Park, IL",80.0,2009,002824100,2009-09-14
"Abercrombie & Fitch Co., New Albany, OH",100.0,2009,002896207,2009-09-14
"Accenture Ltd., New York, NY",100.0,2009,G1150G110,2009-09-14
"Acer Inc., Irvine, CA",50.0,2009,750070104,2009-09-14
"Adecco North America LLC, Jacksonville, FL",85.0,2009,006754105,2009-09-14
"Adobe Systems Inc., San Jose, CA",95.0,2009,00724F101,2009-09-14
"Advanced Micro Devices Inc., Sunnyvale, CA",80.0,2009,007903107,2009-09-14
"Aegon USA, New York, NY",40.0,2009,007924103,2009-09-14
"Aetna Inc., Hartford, CT",100.0,2009,00817Y108,2009-09-14
"Affiliated Computer Services, Dallas, TX",60.0,2009,008190100,2009-09-14
"Agilent Technologies Inc., Santa Clara, CA",100.0,2009,00846U101,2009-09-14
"Ahold USA Inc., Quincy, MA",78.0,2009,500467501,2009-09-14
"Air Products & Chemicals Inc., Allentown, PA",75.0,2009,009158106,2009-09-14
"Alaska Airlines, Seattle, WA",100.0,2009,011662004,2009-09-14
"Alcatel-Lucent, Murray Hill, NJ",100.0,2009,013904305,2009-09-14
"Alcoa Inc., Chicago, IL",85.0,2009,013817507,2009-09-14
"Allegheny Energy Inc., Greensburg, PA",45.0,2009,017361106,2009-09-14
"Alliant Energy Corp., Madison, WI",85.0,2009,018802108,2009-09-14
"Alliant Techsystems Inc., Arlington, VA",65.0,2009,68557N103,2009-09-14
"Allianz Life Insurance Co. of North America, Minneapolis, MN",100.0,2009,018805101,2009-09-14
"Allstate Corp., The, Northbrook, IL",100.0,2009,020002101,2009-09-14
"AmTrust Bank, Cleveland, OH",83.0,2009,649445103,2009-09-14
"Amazon.com Inc., Seattle, WA",80.0,2009,023135106,2009-09-14
"Ameren Corp., St. Louis, MO",45.0,2009,023608102,2009-09-14
"American Express Co., New York, NY",100.0,2009,025816109,2009-09-14
"American Family Insurance Group, Madison, WI",95.0,2009,02599X936,2009-09-14
"American International Group Inc., New York, NY",85.0,2009,026874784,2009-09-14
"American Power Conversion Corp., West Kingston, RI",63.0,2009,029066107,2009-09-14
"Ameriprise Financial Inc., Minneapolis, MN",100.0,2009,03076C106,2009-09-14
"Amgen Inc., Thousand Oaks, CA",70.0,2009,031162100,2009-09-14
"Anheuser-Busch Companies Inc., St. Louis, MO",100.0,2009,035229103,2009-09-14
"Aon Corp., Chicago, IL",100.0,2009,G0408V102,2009-09-14
"Apple Inc., Cupertino, CA",100.0,2009,037833100,2009-09-14
"Applied Materials Inc., Santa Clara, CA",88.0,2009,038222105,2009-09-14
"Aquila, Kansas City, MO",35.0,2009,03840P102,2009-09-14
"Aramark Corp., Philadelphia, PA",75.0,2009,002034932,2009-09-14
"Archer Daniels Midland Co., Chicago, IL",15.0,2009,039483102,2009-09-14
"AstraZeneca PLC, Wilmington, DE",80.0,2009,046353108,2009-09-14
"AutoZone Inc., Memphis, TN",25.0,2009,053332102,2009-09-14
"Automatic Data Processing Inc., Roseland, NJ",95.0,2009,053015103,2009-09-14
"Avaya Inc., Santa Clara, CA",85.0,2009,05399R942,2009-09-14
"Avis Budget Group Inc., Parsippany, NJ",80.0,2009,053774105,2009-09-14
"Avnet Inc., Phoenix, AZ",30.0,2009,053807103,2009-09-14
"Avon Products Inc., New York, NY",60.0,2009,054303102,2009-09-14
"BASF Corp., Florham Park, NJ",100.0,2009,055262505,2009-09-14
"BB&T Corp., Winston- Salem, NC",48.0,2009,054937107,2009-09-14
"BMC Software Inc., Houston, TX",100.0,2009,055921100,2009-09-14
"BNSF Railway Co., Fort Worth, TX",30.0,2009,121899009,2009-09-14
"BP America Inc., Houston, TX",90.0,2009,055625008,2009-09-14
"Baldor Electric Co., Fort Smith, AR",20.0,2009,057741100,2009-09-14
"Ball Corp., Broomfield, CO",58.0,2009,058498106,2009-09-14
"Bank of America Corp., Charlotte, NC",100.0,2009,060505104,2009-09-14
"Bank of New York Mellon Corp., The, New York, NY",100.0,2009,064058100,2009-09-14
"Barclays Capital, New York, NY",90.0,2009,6.7380000000e+207,2009-09-14
"Barnes & Noble Inc., New York, NY",100.0,2009,067774109,2009-09-14
"Bausch & Lomb Inc., Rochester, NY",100.0,2009,71799B937,2009-09-14
"Baxter International Inc., Deerfield, IL",80.0,2009,071813109,2009-09-14
"Bayer U.S. LLC, Whippany, NJ",80.0,2009,459041109,2009-09-14
"Best Buy Co. Inc., Richfield, MN",100.0,2009,086516101,2009-09-14
"Black & Decker Corp., The, Towson, MD",55.0,2009,091797100,2009-09-14
"Boeing Co., Chicago, IL",100.0,2009,097023105,2009-09-14
"Booz Allen Hamilton Inc., McLean, VA",80.0,2009,099500100,2009-09-14
"Borders Group Inc., Ann Arbor, MI",100.0,2009,099709107,2009-09-14
"Bridgestone Americas Holding Inc., Nashville, TN",80.0,2009,318315108,2009-09-14
"Bright Horizons Family Solutions LLC, Watertown, MA",100.0,2009,109194100,2009-09-14
"Brinker International Inc., Dallas, TX",100.0,2009,109641100,2009-09-14
"Bristol-Myers Squibb Co., New York, NY",100.0,2009,110122108,2009-09-14
"Brown-Forman Corp., Louisville, KY",20.0,2009,115637209,2009-09-14
"CBRL Group Inc. (Cracker Barrel), Lebanon, TN",15.0,2009,22410J106,2009-09-14
"CDW Corp., Lincolnshire, IL",88.0,2009,12514G108,2009-09-14
"CH2M HILL Companies, Ltd., Englewood, CO",80.0,2009,12599T918,2009-09-14
"CSX Corp., Jacksonville, FL",75.0,2009,126408103,2009-09-14
"CVS Corp., Woonsocket, RI",90.0,2009,126650100,2009-09-14
"Calpine Corp., Houston, TX",48.0,2009,131347304,2009-09-14
"Campbell Soup Co., Camden, NJ",100.0,2009,134429109,2009-09-14
"Canadian Imperial Bank of Commerce, New York, NY",95.0,2009,136069101,2009-09-14
"Capital One Financial Corp., McLean, VA",100.0,2009,14040H105,2009-09-14
"CarMax Inc., Richmond, VA",100.0,2009,143130102,2009-09-14
"Cardinal Health Inc., Dublin, OH",100.0,2009,14149Y108,2009-09-14
"Carlson Companies Inc., Minnetonka, MN",100.0,2009,145845103,2009-09-14
"Caterpillar Inc., Peoria, IL",55.0,2009,149123101,2009-09-14
"Cerner Corp., North Kansas City, MO",65.0,2009,156782104,2009-09-14
